Epoch,Batch,Loss
0,0,151.29071044921875
1,0,128.70718383789062
2,0,119.01720428466797
3,0,110.80467224121094
4,0,106.98661804199219
5,0,101.80445861816406
6,0,100.90099334716797
7,0,98.56078338623047
8,0,95.17674255371094
9,0,90.77339172363281
10,0,88.46731567382812
11,0,83.0567626953125
12,0,81.36146545410156
13,0,79.37232208251953
14,0,75.30831146240234
15,0,74.33993530273438
16,0,70.79241180419922
17,0,68.59571838378906
18,0,66.88212585449219
19,0,63.764671325683594
20,0,62.117897033691406
21,0,60.2509651184082
22,0,56.51925277709961
23,0,53.18156814575195
24,0,50.90367889404297
25,0,48.870216369628906
26,0,45.548336029052734
27,0,43.651668548583984
28,0,42.228233337402344
29,0,39.084388732910156
30,0,35.95325469970703
31,0,33.77291488647461
32,0,32.35718536376953
33,0,29.0302734375
34,0,28.86126708984375
35,0,26.857410430908203
36,0,25.228363037109375
37,0,24.353282928466797
38,0,22.953189849853516
39,0,21.5605525970459
40,0,21.14164924621582
41,0,20.021480560302734
42,0,18.346023559570312
43,0,17.649824142456055
44,0,15.626152038574219
45,0,15.252038955688477
46,0,13.7320556640625
47,0,12.362244606018066
48,0,12.157294273376465
49,0,10.043272018432617
50,0,10.108776092529297
51,0,9.909006118774414
52,0,8.295418739318848
53,0,7.115920543670654
54,0,6.964249134063721
55,0,6.778360366821289
56,0,5.106543064117432
57,0,4.9838032722473145
58,0,3.8211615085601807
59,0,3.793393135070801
60,0,2.7658767700195312
61,0,2.3770060539245605
62,0,2.413989543914795
63,0,1.358330249786377
64,0,-0.33151912689208984
65,0,-0.9237070083618164
66,0,-1.9012670516967773
67,0,-2.1910877227783203
68,0,-3.2892298698425293
69,0,-3.9842910766601562
70,0,-4.585890769958496
71,0,-5.156376361846924
72,0,-6.16256856918335
73,0,-5.190954208374023
74,0,-7.012943744659424
75,0,-7.030229091644287
76,0,-8.369468688964844
77,0,-9.054065704345703
78,0,-9.089960098266602
79,0,-8.444988250732422
80,0,-9.536636352539062
