epoch,training_loss,train_accuracy,test_loss,test_accuracy,real_test_loss,real_test_accuracy,real_complete_loss,real_complete_accuracy
0,0.5777178811175483,0.875,0.40189895033836365,0.9285714285714286,0.40288256179718746,0.9285714285714286,0.39315304411968716,0.9313380281690141
1,0.2031334095767566,0.9375,0.14468595421030409,0.9434523809523809,0.13841696820842722,0.9464285714285714,0.12288052948113058,0.9454225352112676
2,0.05757121745929388,0.9732142857142857,0.11641259800775774,0.9523809523809523,0.12338088864150147,0.9494047619047619,0.08998298632394208,0.9665492957746479
3,0.03709496659368077,0.9866071428571429,0.13189940148281276,0.9583333333333334,0.13455161862657405,0.9583333333333334,0.09000686134833147,0.9735915492957746
4,0.024499348318256255,0.9910714285714286,0.17066637250294056,0.9523809523809523,0.17015730884876185,0.9523809523809523,0.10895182296961035,0.9700704225352113
5,0.015297498875952442,0.9955357142857143,0.17369561832726635,0.9523809523809523,0.1736912449428235,0.9523809523809523,0.10742831669203567,0.971830985915493
6,0.012029354342173195,0.9955357142857143,0.19481501365637433,0.9583333333333334,0.17566073969632207,0.9613095238095238,0.11834425342076942,0.9753521126760564
7,0.00837677060709601,1.0,0.22250218641593328,0.9553571428571429,0.22328001206993317,0.9553571428571429,0.13392250972230907,0.9735915492957746
8,0.004605025796576813,1.0,0.2541957908846235,0.9523809523809523,0.25208178148775895,0.9553571428571429,0.15180822528167912,0.971830985915493
9,0.003330789906905401,1.0,0.26223170347054203,0.9523809523809523,0.25537366687246094,0.9553571428571429,0.15601170926171942,0.971830985915493
10,0.002129190240473073,1.0,0.27280216993659406,0.9553571428571429,0.26458142051273065,0.9583333333333334,0.16216786611577436,0.9735915492957746
11,0.001579365933808268,1.0,0.5335152307434734,0.9523809523809523,0.5336312154066282,0.9523809523809523,0.31616908654212295,0.971830985915493
12,0.0011995081789401801,1.0,0.5408782721939063,0.9523809523809523,0.5408892196248332,0.9523809523809523,0.3203540505449682,0.971830985915493
13,0.0009917629948607803,1.0,0.5486620496834147,0.9523809523809523,0.5486689390006361,0.9523809523809523,0.32488181968959257,0.971830985915493
14,0.0007688507571970149,1.0,0.5562098907766029,0.9523809523809523,0.5562098899550671,0.9523809523809523,0.32928923967359836,0.971830985915493
15,0.0005088122138623419,1.0,0.5595639531037551,0.9523809523809523,0.559379331699885,0.9523809523809523,0.3313488742517684,0.971830985915493
16,0.0006519759763981321,1.0,0.5291852889591956,0.9583333333333334,0.5643921129809766,0.9523809523809523,0.33407172035700566,0.971830985915493
17,0.00048350447216196,1.0,0.5325540230955768,0.9553571428571429,0.5738127756777098,0.9523809523809523,0.3396153005371752,0.971830985915493
18,0.00045382502901814004,1.0,0.5798193973595587,0.9523809523809523,0.5798151379239561,0.9523809523809523,0.3431422203587185,0.971830985915493
19,0.000382313172642463,1.0,0.5839083344913382,0.9523809523809523,0.5839083321901618,0.9523809523809523,0.34554363488424716,0.971830985915493
20,0.00025537449664473196,1.0,0.5891123495530115,0.9523809523809523,0.5891125909432076,0.9523809523809523,0.34861078759272324,0.971830985915493
21,0.00032457443011351734,1.0,0.5491360820339228,0.9553571428571429,0.5945886702077574,0.9523809523809523,0.35183915458423437,0.971830985915493
22,0.000265848565714196,1.0,0.5821285326666975,0.9553571428571429,0.5958222813141838,0.9523809523809523,0.3525546596106665,0.971830985915493
23,0.0002493962637912988,1.0,0.5540388852514871,0.9553571428571429,0.5994235350070446,0.9523809523809523,0.3546743845722017,0.971830985915493
24,0.00022402104643358202,1.0,0.6043313581119522,0.9523809523809523,0.6043313665295937,0.9523809523809523,0.35756991444626784,0.971830985915493
25,0.00019877991412705715,1.0,0.610549758537977,0.9523809523809523,0.5959391297220964,0.9553571428571429,0.36123591115023485,0.971830985915493
26,0.0001719597820309408,1.0,0.6121797793760019,0.9523809523809523,0.6121793103318864,0.9523809523809523,0.36219959309618915,0.971830985915493
27,0.0001621320564581525,1.0,0.613511798456519,0.9523809523809523,0.6135137457639432,0.9523809523809523,0.3629838123357434,0.971830985915493
28,0.00014855542038867093,1.0,0.8656883124602336,0.9523809523809523,0.8659741245369433,0.9523809523809523,0.5124502878062093,0.971830985915493
29,0.0001375423412759451,1.0,0.8680448648060884,0.9523809523809523,0.8563792514029294,0.9553571428571429,0.5135399818069385,0.971830985915493
30,0.00012186610598706472,1.0,0.8689996636661674,0.9523809523809523,0.870190186028775,0.9523809523809523,0.5148076645820422,0.971830985915493
31,0.00011672920434386525,1.0,1.1220072505942837,0.9523809523809523,0.8243882193692484,0.9553571428571429,0.663765804280515,0.971830985915493
32,0.00010938765583190541,1.0,1.3734600133184092,0.9523809523809523,1.3736623899801788,0.9523809523809523,0.8126287135903998,0.971830985915493
33,9.994769102875769e-05,1.0,1.0774079469217972,0.9553571428571429,1.3747514519351445,0.9523809523809523,0.8134335838331549,0.971830985915493
34,9.413431399462281e-05,1.0,1.3765128594283396,0.9523809523809523,1.3765131940413977,0.9523809523809523,0.8143107833907177,0.971830985915493
35,8.319282376647304e-05,1.0,1.378802903274116,0.9523809523809523,1.3788011331315728,0.9523809523809523,0.815662555434885,0.971830985915493
36,8.012101752031231e-05,1.0,1.3794803991917848,0.9523809523809523,1.3794806973568148,0.9523809523809523,0.816061624649369,0.971830985915493
37,7.815849480260642e-05,1.0,1.3801193668186462,0.9523809523809523,1.3810228825260875,0.9523809523809523,0.8169940737336016,0.971830985915493
38,7.403062670828322e-05,1.0,1.3821436855538178,0.9523809523809523,1.3813204799870828,0.9523809523809523,0.8176775864010082,0.971830985915493
39,7.094946582608596e-05,1.0,1.3835703544503393,0.9523809523809523,1.383570394277583,0.9523809523809523,0.8184755529528343,0.971830985915493
