Epoch,Batch,Loss
0,0,45.26326370239258
1,0,40.75212860107422
2,0,37.08415985107422
3,0,35.85387420654297
4,0,34.23614501953125
5,0,31.716493606567383
6,0,31.931446075439453
7,0,30.47371482849121
8,0,29.09088134765625
9,0,28.626073837280273
10,0,26.511890411376953
11,0,24.288387298583984
12,0,23.548242568969727
13,0,22.993196487426758
14,0,21.759876251220703
15,0,21.834577560424805
16,0,20.50737190246582
17,0,20.929861068725586
18,0,19.0230655670166
19,0,18.907211303710938
20,0,18.314363479614258
21,0,16.661373138427734
22,0,16.420852661132812
23,0,15.520007133483887
24,0,15.401972770690918
25,0,14.644454956054688
26,0,13.928543090820312
27,0,13.080901145935059
28,0,13.078925132751465
29,0,11.607122421264648
30,0,11.632087707519531
31,0,11.908488273620605
32,0,11.223161697387695
33,0,10.9298734664917
34,0,9.818413734436035
35,0,9.634891510009766
36,0,9.183712005615234
37,0,9.026519775390625
38,0,7.525620460510254
39,0,7.337417125701904
40,0,7.53434419631958
41,0,7.209609031677246
42,0,6.951074600219727
43,0,6.171864986419678
44,0,5.5407915115356445
45,0,5.597121238708496
46,0,4.88026762008667
47,0,4.534457683563232
48,0,5.245856761932373
49,0,4.0552873611450195
50,0,3.5683231353759766
51,0,2.9244916439056396
52,0,2.948115825653076
53,0,2.0965049266815186
54,0,1.242701530456543
55,0,0.8664679527282715
56,0,0.5103254318237305
57,0,1.109384298324585
58,0,0.15732359886169434
59,0,-0.8200216293334961
60,0,-1.2518377304077148
61,0,-1.1750211715698242
62,0,-1.4419560432434082
63,0,-1.4858708381652832
64,0,-2.8177523612976074
65,0,-2.9089465141296387
66,0,-2.7125535011291504
67,0,-3.522289752960205
68,0,-3.4201548099517822
69,0,-3.6088075637817383
70,0,-4.343659400939941
71,0,-4.346982955932617
72,0,-4.06141471862793
73,0,-4.388094902038574
74,0,-5.712593078613281
75,0,-5.445488929748535
76,0,-5.064852714538574
77,0,-5.124509811401367
78,0,-4.920838356018066
79,0,-4.739413261413574
80,0,-5.762059211730957
81,0,-6.561779975891113
82,0,-5.015805721282959
83,0,-5.910600662231445
84,0,-6.216469764709473
85,0,-5.466558456420898
86,0,-6.2254791259765625
87,0,-6.586832523345947
88,0,-6.354999542236328
89,0,-7.394464492797852
90,0,-6.528307914733887
91,0,-6.928864002227783
92,0,-6.868653297424316
93,0,-7.640753269195557
94,0,-7.835232734680176
95,0,-7.919452667236328
96,0,-7.001467704772949
97,0,-7.861437797546387
98,0,-8.219748497009277
99,0,-8.345990180969238
100,0,-7.788342475891113
101,0,-8.872008323669434
102,0,-8.41038703918457
103,0,-8.510034561157227
104,0,-7.600696563720703
105,0,-9.119815826416016
