Epoch,Generator Loss,Discriminator Loss
0,0.6899908185005188,-0.010178010910749435
1,0.7013276219367981,-0.046990279108285904
2,0.7053396105766296,-0.03965435177087784
3,0.6847431063652039,-0.07849431037902832
4,0.6992748379707336,-0.08989600837230682
5,0.6771698594093323,-0.14187458157539368
6,0.6417766809463501,-0.21152618527412415
7,0.6781917810440063,-0.19616803526878357
8,0.590072512626648,-0.27767693996429443
9,0.5796166658401489,-0.2471747249364853
10,0.5034762620925903,-0.2367984503507614
11,0.4054323136806488,-0.29284563660621643
12,0.30887043476104736,-0.33076298236846924
13,0.2775353789329529,-0.29413652420043945
14,0.18616998195648193,-0.4016253352165222
15,-0.04027974605560303,-0.31552737951278687
16,-0.15029966831207275,-0.23638653755187988
17,-0.2610716223716736,-0.29355865716934204
18,-0.3785521388053894,-0.14307630062103271
19,-0.3253033757209778,-0.24839282035827637
20,-0.4005417823791504,-0.24900281429290771
21,-0.5430505871772766,-0.45014119148254395
22,-0.5723415613174438,-0.311123251914978
23,-0.6949295997619629,-0.20745635032653809
24,-0.668912947177887,-0.11083483695983887
25,-0.7833836674690247,-0.025537848472595215
26,-0.9155206084251404,-0.10292208194732666
27,-1.0036320686340332,-0.06507253646850586
28,-1.0970122814178467,0.17559850215911865
29,-1.0813078880310059,0.10241174697875977
30,-1.0861961841583252,0.038378357887268066
31,-1.1534490585327148,0.14725911617279053
32,-1.2179419994354248,0.006939888000488281
33,-1.3018238544464111,0.32939279079437256
34,-1.2581294775009155,0.24899792671203613
35,-1.2846227884292603,0.3710585832595825
36,-1.2458604574203491,0.3041132688522339
37,-1.2494522333145142,0.0747305154800415
38,-1.2478539943695068,0.3090658187866211
39,-1.0823962688446045,0.09144401550292969
40,-1.0612634420394897,0.14020442962646484
41,-0.9768621921539307,0.030640006065368652
42,-1.01976478099823,0.03989076614379883
43,-0.9688563942909241,-0.1362900733947754
44,-0.8509852290153503,0.08958399295806885
45,-0.8207891583442688,0.061697959899902344
46,-0.7614701986312866,0.026867270469665527
47,-0.7393041849136353,-0.023451924324035645
48,-0.7404772043228149,-0.13627338409423828
49,-0.6215624809265137,-0.15730035305023193
50,-0.6189169883728027,-0.1685948371887207
51,-0.5860974788665771,-0.15804052352905273
52,-0.5355201363563538,-0.22559797763824463
53,-0.572493314743042,-0.12315046787261963
54,-0.5472424030303955,-0.13062310218811035
55,-0.5977683067321777,-0.2359466552734375
56,-0.6380218863487244,-0.09030628204345703
57,-0.660415530204773,-0.054947733879089355
58,-0.5905934572219849,-0.025357604026794434
59,-0.6973245143890381,0.06221652030944824
60,-0.7113465666770935,0.12194311618804932
61,-0.7343740463256836,0.25432395935058594
62,-0.7077606916427612,0.21383988857269287
63,-0.7888846397399902,0.07886838912963867
64,-0.672088623046875,0.3901340961456299
65,-0.6506665945053101,0.3927648067474365
66,-0.6795768141746521,0.2609957456588745
67,-0.7688628435134888,0.18193411827087402
68,-0.7695198655128479,0.24978399276733398
69,-0.7960391044616699,0.15053033828735352
70,-0.831863284111023,0.3940192461013794
71,-0.812041163444519,0.13302063941955566
72,-0.8679708242416382,0.14648151397705078
73,-0.8456041812896729,0.00028121471405029297
74,-0.8996506929397583,0.035796165466308594
75,-0.9515877962112427,0.14181530475616455
