Epoch,Generator Loss,Discriminator Loss
0,1.2102625370025635,-0.007457338273525238
1,1.2049076557159424,0.0032868608832359314
2,1.2078875303268433,-0.01742127537727356
3,1.1650817394256592,-0.03985689580440521
4,1.2100257873535156,-0.04068378359079361
5,1.1931395530700684,-0.0581301711499691
6,1.1295850276947021,-0.045052967965602875
7,1.119760513305664,-0.0792706236243248
8,1.0645447969436646,-0.12193489819765091
9,1.0915592908859253,-0.09807314723730087
10,1.0284360647201538,-0.12999264895915985
11,0.9929291605949402,-0.15476861596107483
12,0.9350640773773193,-0.17402496933937073
13,0.9672938585281372,-0.16295158863067627
14,0.8616544604301453,-0.10663115978240967
15,0.8218072056770325,-0.20678502321243286
16,0.7727640867233276,-0.09757611155509949
17,0.6990569829940796,-0.16832593083381653
18,0.71101975440979,-0.14229938387870789
19,0.528700590133667,-0.24665984511375427
20,0.5374575853347778,-0.1736132800579071
21,0.5627590417861938,-0.15747636556625366
22,0.4733954668045044,-0.13750654458999634
23,0.3292524814605713,-0.1488845944404602
24,0.26239216327667236,-0.15688210725784302
25,0.27311038970947266,-0.020985901355743408
26,0.3327382206916809,-0.2008916735649109
27,0.2869381308555603,-0.2152809500694275
28,0.23068565130233765,-0.12183839082717896
29,0.30847519636154175,-0.17909687757492065
30,0.21563273668289185,-0.296156108379364
31,0.18345415592193604,-0.4198536276817322
32,0.23301100730895996,-0.1501789093017578
33,0.3061596751213074,-0.41567206382751465
34,0.15475469827651978,-0.34193873405456543
35,0.20955032110214233,-0.408012330532074
36,0.09939563274383545,-0.04192459583282471
37,0.11409562826156616,-0.1924583911895752
38,0.09183484315872192,-0.07218271493911743
39,0.03843069076538086,0.001259148120880127
40,0.002059042453765869,0.09551632404327393
41,0.05600219964981079,0.15773868560791016
42,0.042243242263793945,0.1028699278831482
43,0.002987086772918701,0.023012220859527588
44,-0.0016445517539978027,-0.083279550075531
45,0.09116107225418091,0.08246254920959473
46,0.1006547212600708,-0.10874295234680176
47,0.22577321529388428,0.14434564113616943
48,0.22405868768692017,-0.17172759771347046
49,0.3384428918361664,-0.019810497760772705
50,0.310127854347229,-0.13509666919708252
51,0.27711057662963867,-0.27112382650375366
52,0.3902307450771332,-0.18668174743652344
53,0.30224019289016724,-0.1469888687133789
54,0.3423767387866974,-0.14116919040679932
55,0.4188006818294525,-0.16738969087600708
56,0.3589165508747101,-0.15621739625930786
57,0.29992371797561646,-0.038933753967285156
58,0.13020724058151245,-0.1513870358467102
59,0.13599950075149536,-0.001956462860107422
