epoch,training_loss,train_accuracy,test_loss,test_accuracy,real_test_loss,real_test_accuracy,real_complete_loss,real_complete_accuracy
0,0.4940249031297614,0.7817371937639198,0.47352805262711384,0.7823834196891192,0.2739063077147158,0.9330985915492958,0.25273883636568634,0.954225352112676
1,0.44575330830347165,0.8095768374164811,0.45770066917193525,0.7849740932642487,0.26815475619227536,0.9084507042253521,0.23460012208014516,0.9366197183098591
2,0.43393968297106383,0.8240534521158129,0.48030163059155867,0.7849740932642487,0.2529523293815658,0.9119718309859155,0.22350561840485939,0.9383802816901409
3,0.4252203273895987,0.8240534521158129,0.4969149732219123,0.7797927461139896,0.21040224577759353,0.9330985915492958,0.18819372653042976,0.9524647887323944
4,0.41900864207416044,0.8184855233853007,0.5041959487828257,0.7849740932642487,0.20428509747898074,0.9401408450704225,0.18250909606060406,0.954225352112676
5,0.40407747586666376,0.8251670378619154,0.48307401341400613,0.7668393782383419,0.28382062560445825,0.9190140845070423,0.25768539571846033,0.9507042253521126
6,0.3957890286431845,0.8351893095768375,0.4758059305327081,0.7875647668393783,0.2926973701703926,0.9084507042253521,0.26045422441601546,0.9348591549295775
7,0.38364628254060523,0.8418708240534521,0.4715727385268619,0.7849740932642487,0.25556190020706454,0.9225352112676056,0.21989103408307362,0.9419014084507042
8,0.36283460397684,0.8496659242761693,0.4847596991189558,0.7823834196891192,0.2434304664698495,0.9366197183098591,0.21418973329660654,0.9612676056338029
9,0.34694702733922045,0.856347438752784,0.5036691551535858,0.7694300518134715,0.22069299962653607,0.9330985915492958,0.17263893529561244,0.9595070422535211
10,0.32824117704118316,0.8585746102449888,0.5145918850840064,0.7953367875647669,0.19154411345649786,0.9330985915492958,0.1569891409982491,0.9595070422535211
11,0.31131374828358244,0.8674832962138085,0.5094558226536969,0.7927461139896373,0.22165072182009757,0.9119718309859155,0.1741591063791289,0.9436619718309859
12,0.2927387341445873,0.8752783964365256,0.6077959164832308,0.7642487046632125,0.2372314581699984,0.9401408450704225,0.21356555851320672,0.9507042253521126
13,0.28658181414493505,0.8841870824053452,0.5545153891561563,0.7875647668393783,0.2264851497323908,0.9436619718309859,0.1804439719725592,0.9630281690140845
