epoch,training_loss,train_accuracy,test_loss,test_accuracy,real_test_loss,real_test_accuracy,real_complete_loss,real_complete_accuracy
0,0.5754063382916067,0.6968390804597702,0.5107096562514434,0.75,0.3421495833567211,0.9142857142857143,0.3198805262505169,0.9242957746478874
1,0.5077150770645033,0.742816091954023,0.5089638547317402,0.7567567567567568,0.37163750784737726,0.8785714285714286,0.3518740696386552,0.903169014084507
2,0.49694349899374207,0.7528735632183908,0.5178010785901869,0.7635135135135135,0.3459342075245721,0.8714285714285714,0.3158789512137292,0.8890845070422535
3,0.4812687265461889,0.771551724137931,0.5099749585261216,0.7635135135135135,0.3031927760158266,0.8857142857142857,0.27324950820963145,0.9066901408450704
4,0.47807071828979186,0.7744252873563219,0.5033426832508396,0.7668918918918919,0.32515587508678434,0.8857142857142857,0.29873487972457646,0.9102112676056338
5,0.4631783342224428,0.7801724137931034,0.5277022457606083,0.7668918918918919,0.29977305169616425,0.9035714285714286,0.27371033260100325,0.9154929577464789
6,0.4482114064967495,0.7902298850574713,0.5002151127602603,0.7702702702702703,0.3833615805421557,0.8535714285714285,0.3568881470972384,0.875
7,0.4450772326739355,0.7945402298850575,0.5223391627943194,0.7601351351351351,0.3077420502901077,0.9142857142857143,0.28425347133421563,0.9295774647887324
8,0.43577751971181783,0.8031609195402298,0.5167971752785347,0.777027027027027,0.3396796635219029,0.8857142857142857,0.3136795146364561,0.8996478873239436
9,0.41109746377701045,0.8204022988505747,0.5302907256661235,0.7702702702702703,0.31685070608343396,0.8964285714285715,0.2890074779869805,0.9084507042253521
10,0.39805993634736403,0.8304597701149425,0.5916723391494235,0.7466216216216216,0.27899914000715526,0.9107142857142857,0.2586515007514349,0.9242957746478874
11,0.3826631351277746,0.8390804597701149,0.5762989645874178,0.7601351351351351,0.2956947731120246,0.9035714285714286,0.2690649301233426,0.9137323943661971
12,0.35820245802745054,0.8505747126436781,0.5989898437181035,0.7533783783783784,0.34278322756290436,0.8678571428571429,0.31390899241390363,0.8802816901408451
13,0.3281558099491843,0.860632183908046,0.5930266909905382,0.7297297297297297,0.33143801518848964,0.875,0.3036395165492112,0.8785211267605634
14,0.3342950624124757,0.8793103448275862,0.6215352567063795,0.7128378378378378,0.5224363757031304,0.8107142857142857,0.4614906152579146,0.8204225352112676
15,0.31097350642085075,0.867816091954023,0.7161571583836466,0.7533783783783784,0.34816784667117257,0.8714285714285714,0.298237217721385,0.8908450704225352
