epoch,training_loss,train_accuracy,validation_loss,validation_accuracy
0,1.266759957586016,0.32142857142857145,1.4547041654586792,0.25
1,0.8892861434391567,0.4107142857142857,1.0221889019012451,0.4375
2,0.47813076632363455,0.7053571428571429,0.44520696997642517,0.5
3,0.25342356520039694,0.6071428571428571,0.3096887469291687,0.625
4,0.15889836315597808,0.8214285714285714,0.15830236673355103,0.875
5,0.10074274029050555,0.8928571428571429,0.17576730251312256,0.6875
6,0.08404573532087463,0.9196428571428571,0.1451631784439087,0.75
7,0.07726510188409261,0.9107142857142857,0.1499508172273636,0.875
8,0.057563982371773036,0.9553571428571429,0.1365569531917572,0.875
9,0.050650784479720254,0.9732142857142857,0.09794135391712189,0.9375
10,0.04384212674839156,0.9642857142857143,0.09682126343250275,0.875
11,0.03723105601966381,0.9910714285714286,0.08069777488708496,0.9375
12,0.03444228268095425,0.9910714285714286,0.08258156478404999,0.9375
13,0.0333002344039934,0.9821428571428571,0.07225776463747025,0.9375
14,0.033446584695151875,0.9821428571428571,0.058912232518196106,0.9375
15,0.027946349499481066,1.0,0.07114277780056,0.9375
16,0.025105181017092297,0.9910714285714286,0.087127186357975,0.9375
17,0.021887481079569886,1.0,0.049051906913518906,1.0
18,0.024203127782259668,1.0,0.06455889344215393,0.9375
19,0.02036536538175174,1.0,0.05778627097606659,0.9375
20,0.01824304261910064,1.0,0.06751617789268494,0.9375
21,0.015364388802221842,1.0,0.05565791577100754,0.9375
22,0.015232972601162536,1.0,0.06275388598442078,0.9375
23,0.0151920419718538,1.0,0.06767397373914719,0.9375
24,0.01360322255641222,1.0,0.05946344882249832,0.9375
25,0.01138943709832217,1.0,0.0573364794254303,0.9375
26,0.011806902143039874,1.0,0.039720214903354645,1.0
27,0.010853068803304009,1.0,0.04575972259044647,0.9375
28,0.009851059410721064,1.0,0.03448089212179184,1.0
29,0.008804644857134138,1.0,0.04391174018383026,0.9375
30,0.008375189466668027,1.0,0.031439680606126785,1.0
31,0.0075410993636718816,1.0,0.051292095333337784,0.9375
32,0.006792758757780705,1.0,0.0230410136282444,1.0
33,0.007193149799214942,1.0,0.03802335262298584,1.0
34,0.006345472631177732,1.0,0.020855950191617012,1.0
35,0.006380111960295055,1.0,0.036281418055295944,1.0
36,0.006545134470798075,1.0,0.04703676700592041,0.9375
37,0.0057342581650508305,1.0,0.04693346098065376,0.9375
38,0.005248787613319499,1.0,0.034081682562828064,1.0
39,0.005632558953948319,1.0,0.02940390445291996,1.0
40,0.00550234637090138,1.0,0.03793065994977951,0.9375
41,0.004250930988096765,1.0,0.017884572967886925,1.0
42,0.004259651876054704,1.0,0.018251366913318634,1.0
43,0.003869555624467986,1.0,0.039303187280893326,1.0
44,0.003369715663471392,1.0,0.05184667557477951,0.9375
45,0.0036726905132776926,1.0,0.04440154880285263,1.0
46,0.004302558289574725,1.0,0.04234619438648224,0.9375
47,0.0036633807134681512,1.0,0.031128857284784317,1.0
48,0.0037571033130266835,1.0,0.02655472606420517,1.0
49,0.003156615969991045,1.0,0.034730929881334305,1.0
