epoch,training_loss,train_accuracy,test_loss,test_accuracy,real_test_loss,real_test_accuracy,real_complete_loss,real_complete_accuracy
0,0.1824746987370916,0.9314928425357873,0.10477825092187101,0.9523809523809523,0.0966490230239769,0.9705882352941176,0.07922787341630436,0.9735915492957746
1,0.10059525464565018,0.9601226993865031,0.08716960689476287,0.9642857142857143,0.1229149644895669,0.9588235294117647,0.07372428570681051,0.9806338028169014
2,0.0826560865710009,0.9642126789366053,0.09606026498865121,0.9547619047619048,0.11730906757623923,0.9588235294117647,0.07248215613753,0.971830985915493
3,0.07009722316779084,0.9744376278118609,0.09906105258206868,0.9571428571428572,0.19232591672140525,0.9411764705882353,0.10080990020293717,0.9630281690140845
4,0.06339687541233514,0.9723926380368099,0.09451019840093909,0.9666666666666667,0.1257279290550147,0.9588235294117647,0.069155936433331,0.9823943661971831
5,0.04618913307700449,0.9785276073619632,0.10132347641774707,0.9571428571428572,0.10472236573761613,0.9647058823529412,0.06579051921210555,0.9806338028169014
6,0.03814705398586007,0.9815950920245399,0.11871507364917432,0.9571428571428572,0.19702684331417217,0.9352941176470588,0.09248984576187892,0.9700704225352113
7,0.04256744574460326,0.9846625766871165,0.12859497583853347,0.9547619047619048,0.15280293187697924,0.9588235294117647,0.07510814921236787,0.9823943661971831
8,0.02001335309685052,0.9918200408997955,0.3833593571945067,0.9595238095238096,0.23366252559550757,0.9588235294117647,0.2563233226968447,0.9806338028169014
9,0.030101067018424837,0.9897750511247444,0.13789102737562442,0.9642857142857143,0.17348542026102184,0.9470588235294117,0.08432005807337474,0.9788732394366197
10,0.007439214531748789,0.9979550102249489,0.3981315746186944,0.9666666666666667,0.26048209900000013,0.9470588235294117,0.26280382993197815,0.9788732394366197
11,0.0011286557275357663,1.0,0.43041113805958303,0.9666666666666667,0.7896546862311502,0.9470588235294117,0.42220984077073204,0.9788732394366197
12,0.0004081602041082381,1.0,0.4453822693053031,0.9714285714285714,0.812114979217603,0.9529411764705882,0.4273325214184147,0.9823943661971831
13,0.00017821772763933864,1.0,0.4640727960273824,0.969047619047619,0.828326378501902,0.9470588235294117,0.4334529172656847,0.9788732394366197
14,0.00010505668834400746,1.0,0.4803827226041861,0.9666666666666667,0.84068568712812,0.9470588235294117,0.4380098419624717,0.9788732394366197
15,7.073409615076512e-05,1.0,0.4943068801265437,0.9666666666666667,0.8554002130574685,0.9470588235294117,0.4430253517413641,0.9788732394366197
16,4.697903800199317e-05,1.0,0.5049164471000782,0.969047619047619,0.8703107271837648,0.9470588235294117,0.44720667152283045,0.9788732394366197
17,3.179478017038965e-05,1.0,0.5173648045676111,0.969047619047619,0.877581192293981,0.9470588235294117,0.4501526726465835,0.9788732394366197
18,2.2355902009375912e-05,1.0,0.5298008602398914,0.969047619047619,0.7948794357212808,0.9529411764705882,0.6021853262730567,0.9788732394366197
19,1.5427791192608042e-05,1.0,0.5402428898100283,0.969047619047619,1.3914545121446613,0.9470588235294117,0.6049713334091463,0.9788732394366197
20,1.1182880957663925e-05,1.0,0.5518329051289286,0.969047619047619,1.3988033990240336,0.9470588235294117,0.6077279432693371,0.9788732394366197
21,7.898477009408042e-06,1.0,0.5631530549284991,0.969047619047619,1.403194342910983,0.9470588235294117,0.6096053197145636,0.9788732394366197
22,5.46737093048135e-06,1.0,0.5723122761909626,0.969047619047619,1.4115064567514424,0.9470588235294117,0.6122326442006314,0.9788732394366197
23,3.853904775774483e-06,1.0,0.5848917623599927,0.969047619047619,1.4164294157964925,0.9470588235294117,0.6141994028263607,0.9788732394366197
24,2.765511376582264e-06,1.0,0.5920179606330722,0.969047619047619,1.4275003648311653,0.9470588235294117,0.6175306435441785,0.9788732394366197
25,1.9502609814048458e-06,1.0,0.8028339318032717,0.969047619047619,1.4341886072451848,0.9470588235294117,0.6205554620451215,0.9788732394366197
26,1.4189344297602025e-06,1.0,1.010936309520506,0.969047619047619,1.439722553165879,0.9470588235294117,0.622554042311046,0.9788732394366197
27,1.055596531013921e-06,1.0,1.0176980958103168,0.969047619047619,1.448597899651678,0.9470588235294117,0.6254504513979272,0.9788732394366197
28,7.539843953622098e-07,1.0,1.0241299013390466,0.969047619047619,1.4567585462907182,0.9470588235294117,0.6282011186526523,0.9788732394366197
