Epoch,Generator Loss,Discriminator Loss
0,1.0823044776916504,0.022260356694459915
1,1.0972285270690918,-0.039347633719444275
2,1.095877766609192,0.00454765185713768
3,1.071659803390503,-0.008985690772533417
4,1.0664544105529785,0.02151728793978691
5,1.0788410902023315,0.040723204612731934
6,1.010864019393921,0.0734134241938591
7,1.0176429748535156,0.0013683941215276718
8,1.0001132488250732,0.12046189606189728
9,1.0339934825897217,0.033543456345796585
10,0.984786868095398,0.10012049973011017
11,1.0533205270767212,0.05169408768415451
12,1.0290883779525757,0.011871345341205597
13,1.0454031229019165,-0.04755491018295288
14,1.0686079263687134,0.0352451466023922
15,1.1019060611724854,-0.03453173115849495
16,1.106694221496582,0.09708438068628311
17,1.0800747871398926,-0.024034101516008377
18,1.1246134042739868,0.06581243872642517
19,1.0665534734725952,-0.05860314518213272
20,1.1615585088729858,0.0624256357550621
21,1.1114072799682617,0.024977080523967743
22,1.186763048171997,0.05474577844142914
23,1.0476012229919434,-0.06591001898050308
24,0.9572635293006897,0.04536103457212448
25,1.0668318271636963,0.10659858584403992
26,0.9393245577812195,0.0649828389286995
27,0.9648433923721313,0.10220237076282501
28,1.0015052556991577,0.15710416436195374
29,0.9519121050834656,-0.011472543701529503
30,1.006508708000183,0.07057088613510132
31,0.9696807861328125,0.14922894537448883
32,1.0341529846191406,-0.04702800512313843
33,1.1116834878921509,0.10686574131250381
34,1.1515648365020752,-0.03836694359779358
35,1.1708542108535767,-0.22127477824687958
36,1.167792797088623,-0.15246205031871796
37,1.1665854454040527,-0.2545361816883087
38,1.2172085046768188,-0.12629739940166473
39,1.132347822189331,-0.07383561134338379
40,1.0930227041244507,-0.2728271782398224
41,1.0908674001693726,-0.22608262300491333
42,1.1006134748458862,-0.09326229989528656
43,1.0276689529418945,-0.2212255895137787
44,0.9514304399490356,0.13498851656913757
45,0.9379574656486511,0.05227886512875557
46,0.7451712489128113,0.09274544566869736
47,0.8602255582809448,0.13466595113277435
48,0.7016029953956604,0.08736816793680191
49,0.6888582706451416,0.06815613061189651
50,0.712895929813385,0.08372759819030762
51,0.7851476669311523,0.17401659488677979
52,0.832972526550293,0.047844890505075455
53,0.7368799448013306,0.07641700655221939
54,0.7810165882110596,-0.03165769577026367
55,0.8815816044807434,-0.08023863285779953
56,0.8803505301475525,0.04108778387308121
57,0.8854339718818665,-0.13941429555416107
58,0.9407809972763062,0.06647131592035294
59,0.888662576675415,-0.08125476539134979
60,0.8618147969245911,-0.07321982085704803
61,0.8701646327972412,-0.08045516908168793
62,0.8069157004356384,-0.024588532745838165
63,0.9295480251312256,0.003592144697904587
64,0.6498945951461792,0.08532597124576569
65,0.9677610397338867,0.06119869649410248
66,0.7113849520683289,-0.02529897913336754
67,0.7287920117378235,-0.01599847711622715
68,0.8775646090507507,0.017092451453208923
69,0.745147168636322,0.05803772062063217
70,0.7105592489242554,0.22407056391239166
71,0.7699350118637085,-0.07513566315174103
72,0.8976773619651794,0.053257204592227936
73,0.7616278529167175,-0.04069887101650238
74,0.8480100631713867,-0.1364733874797821
75,1.0205044746398926,-0.06658681482076645
76,0.8208563327789307,0.004232078790664673
77,0.8805614709854126,-0.05172289162874222
78,0.8235843181610107,-0.10540837049484253
79,0.8908265829086304,-0.1373651623725891
80,0.6911206245422363,-0.09809120744466782
81,0.7890408039093018,-0.023474492132663727
82,0.6677080392837524,0.06737430393695831
83,0.5495439767837524,0.06790748983621597
84,0.5791327953338623,-0.017489034682512283
85,0.5999704003334045,0.063970647752285
86,0.5471581816673279,0.012742847204208374
87,0.5944971442222595,0.0825134739279747
88,0.471113383769989,0.03256415203213692
89,0.5238222479820251,0.094802126288414
90,0.5816898345947266,-0.12065450847148895
91,0.6273971796035767,0.1508968025445938
92,0.5081773996353149,-0.15860813856124878
93,0.5564548373222351,-0.026826001703739166
94,0.4405057728290558,-0.10768511146306992
95,0.46898025274276733,0.07633018493652344
96,0.5087050795555115,-0.11568797379732132
97,0.510697603225708,-0.20925353467464447
98,0.5320469737052917,-0.11219391226768494
99,0.49233853816986084,0.056910619139671326
100,0.41733336448669434,-0.08892152458429337
101,0.3584553003311157,0.07244253158569336
102,0.37980231642723083,0.08599895238876343
103,0.32176071405410767,0.013945326209068298
104,0.33654776215553284,0.12571981549263
105,0.20397105813026428,0.09114779531955719
106,0.2679550051689148,-0.07417137920856476
107,0.10749757289886475,0.1866748034954071
108,0.2794193625450134,0.024659782648086548
109,0.21900136768817902,0.04258887469768524
110,0.3236793577671051,0.04069483280181885
111,0.263813853263855,-0.10207220911979675
112,0.2627873718738556,-0.018790125846862793
113,0.482502281665802,-0.044754430651664734
114,0.37512630224227905,-0.1466284841299057
115,0.5042489767074585,-0.1464104950428009
116,0.4149628281593323,-0.13085511326789856
117,0.4851119816303253,-0.21096418797969818
118,0.4997366666793823,-0.16560715436935425
119,0.3453700840473175,-0.11145998537540436
120,0.5841882824897766,-0.25317853689193726
121,0.37481269240379333,-0.039220504462718964
122,0.3078359365463257,0.029683485627174377
123,0.3207840621471405,0.21832402050495148
124,0.3243812620639801,0.09366022050380707
125,0.22760732471942902,-0.048333242535591125
