percentage,all_data_col_shapes,all_data_col_trends,train_data_col_shapes,train_data_col_trends,test_data_col_shapes,test_data_col_trends
10,0.7917744783306582,0.8268454948632366,0.7812941176470589,0.835453228705236,0.7849525288376221,0.822743493952252
20,0.8727712680577852,0.8649407764743442,0.8588979591836735,0.8637824859588774,0.8655699300699301,0.862552252341221
30,0.8794614767255217,0.8708620933950003,0.8644824797843664,0.8773849756723882,0.8684285714285715,0.8657820795705043
40,0.8931669341894061,0.9060907271485749,0.8890291750503019,0.9045599207444164,0.8739125500667556,0.8945605535720832
50,0.914585874799358,0.9110187675591263,0.9056404494382023,0.9115061499462535,0.880174959871589,0.8990144398353299
60,0.9070216693418941,0.9090598864995569,0.8948584905660377,0.9120074575133005,0.8771984126984126,0.8868969724136255
70,0.9206573033707866,0.9190927155578087,0.917668202764977,0.9241582934483256,0.861441798941799,0.8902340069466118
80,0.918593900481541,0.9236366453009227,0.912728370221328,0.9251260256375546,0.8670238095238095,0.8803229373845175
90,0.9227062600321024,0.9270666908093552,0.9240535714285716,0.9263849591555712,0.7762619047619049,0.863005864913248
