percentage,all_data_col_shapes,all_data_col_trends,train_data_col_shapes,train_data_col_trends,test_data_col_shapes,test_data_col_trends
10,0.7872030497592297,0.8807076167933369,0.7458319327731091,0.8738286063593492,0.7802426796805679,0.8762082530665275
20,0.8153290529695025,0.8949105939190319,0.8038061224489795,0.9032693965901424,0.8066533466533468,0.8874788262296333
30,0.7967158908507223,0.8872418153945465,0.7670835579514825,0.8909192516265002,0.7969285714285714,0.8831126871695401
40,0.8219662921348315,0.9050060558111492,0.7882585513078472,0.9064425141766752,0.817771028037383,0.8958520054979155
50,0.8276484751203853,0.9124305683777948,0.816027287319422,0.9161170110458882,0.8152239165329053,0.8919505640874558
60,0.7947110754414126,0.8974707481973212,0.7916495956873316,0.9101674687480514,0.7697539682539682,0.8755482473865932
70,0.8004855537720706,0.8941585952160658,0.8036935483870967,0.8993920116209313,0.750968253968254,0.8721003460273005
80,0.7607487961476724,0.8958196336740755,0.7571971830985914,0.8967124219531856,0.7422380952380951,0.8679460266435102
90,0.776534510433387,0.9187746839178552,0.7741785714285715,0.9219415437416567,0.6905,0.8489220011965485
