epoch,training_loss,train_accuracy,validation_loss,validation_accuracy
0,0.23695067564646402,0.6770833333333334,0.22428087890148163,0.75
1,0.2115004857381185,0.8567708333333334,0.18584877252578735,0.953125
2,0.17199191451072693,0.9270833333333334,0.1431923508644104,0.9375
3,0.11835229148467381,0.9557291666666666,0.0907040685415268,0.9375
4,0.06984119365612666,0.9557291666666666,0.04288825765252113,0.96875
5,0.04343672220905622,0.9609375,0.039247721433639526,0.9375
6,0.02981026191264391,0.9661458333333334,0.017239324748516083,0.984375
7,0.022662347182631493,0.96875,0.012832947075366974,1.0
8,0.01748652507861455,0.984375,0.022643573582172394,0.96875
9,0.0149020339983205,0.984375,0.026294391602277756,0.96875
10,0.01338493536847333,0.9817708333333334,0.004117805045098066,1.0
11,0.012777468267207345,0.9869791666666666,0.011971630156040192,0.984375
12,0.011896089262639483,0.9869791666666666,0.01605975441634655,0.984375
13,0.010455834756915769,0.9895833333333334,0.00426058005541563,1.0
14,0.010071444868420562,0.9869791666666666,0.004644497763365507,1.0
15,0.009840953222010285,0.9895833333333334,0.012555108405649662,0.984375
16,0.008740707708057016,0.9947916666666666,0.017108559608459473,0.984375
17,0.008390885738966366,0.9947916666666666,0.0239474568516016,0.96875
18,0.007306033240941663,0.9947916666666666,0.016935568302869797,0.984375
19,0.0072633896440189956,0.9947916666666666,0.005646430421620607,1.0
20,0.006713688465727803,0.9947916666666666,0.017273854464292526,0.96875
21,0.006153949051319311,0.9947916666666666,0.02071974240243435,0.96875
22,0.005784209938913894,0.9947916666666666,0.024986471980810165,0.953125
23,0.005372642054377745,0.9947916666666666,0.023603234440088272,0.953125
24,0.005072505892409633,0.9947916666666666,0.01912800222635269,0.96875
25,0.004835408433185269,0.9973958333333334,0.026062510907649994,0.953125
26,0.004562106216326356,0.9973958333333334,0.015222799964249134,0.96875
27,0.004243075949489139,0.9973958333333334,0.02221064455807209,0.953125
28,0.004040687257656828,0.9973958333333334,0.021807827055454254,0.953125
29,0.0034818413405446336,0.9973958333333334,0.026390021666884422,0.953125
30,0.0038625519531099903,0.9973958333333334,0.016679849475622177,0.96875
31,0.0037926205065256604,0.9973958333333334,0.024005066603422165,0.953125
32,0.003459750617669973,0.9973958333333334,0.019100816920399666,0.953125
33,0.003350959528082361,0.9973958333333334,0.022436555474996567,0.96875
34,0.003254375213145977,0.9973958333333334,0.0218051765114069,0.96875
35,0.0031770165805937722,0.9973958333333334,0.016737183555960655,0.96875
36,0.0030392278713406995,0.9973958333333334,0.028237072750926018,0.953125
37,0.003065180963555273,0.9973958333333334,0.02214808017015457,0.96875
38,0.0004070918512297794,1.0,0.02768074721097946,0.953125
39,0.0029718243774065436,0.9973958333333334,0.016026973724365234,0.96875
40,0.0029130408644656804,0.9973958333333334,0.026350803673267365,0.953125
41,0.0029154268722777488,0.9973958333333334,0.00843003485351801,0.984375
42,0.0028819933292349256,0.9973958333333334,0.020290371030569077,0.96875
43,0.002863205675870025,0.9973958333333334,0.0269048810005188,0.953125
44,0.0028448858235303,0.9973958333333334,0.019658805802464485,0.96875
45,0.002817259149499781,0.9973958333333334,0.01854073442518711,0.96875
46,0.0028126017289954084,0.9973958333333334,0.028477489948272705,0.953125
47,0.002782374035935694,0.9973958333333334,0.027260512113571167,0.953125
48,0.0027741433971944693,0.9973958333333334,0.01199498400092125,0.984375
49,0.0027401847783039557,0.9973958333333334,0.018178166821599007,0.96875
