epoch,training_loss,train_accuracy,validation_loss,validation_accuracy
0,0.6651035130023957,0.6578125,0.6329415142536163,0.71875
1,0.5988438189029693,0.7421875,0.5660368800163269,0.7421875
2,0.5251276463270187,0.746875,0.5948241949081421,0.703125
3,0.5136915862560272,0.75625,0.572822630405426,0.7109375
4,0.4947840481996536,0.771875,0.5615395903587341,0.6953125
5,0.4943601131439209,0.7671875,0.5496559739112854,0.7109375
6,0.48217768371105196,0.7734375,0.5449609756469727,0.7109375
7,0.4800825983285904,0.7828125,0.5488250553607941,0.734375
8,0.4794800132513046,0.778125,0.5556859374046326,0.71875
9,0.47106004059314727,0.784375,0.5954788327217102,0.703125
10,0.47196727991104126,0.7828125,0.5614240765571594,0.71875
11,0.4610443413257599,0.7828125,0.5363571643829346,0.7265625
12,0.44947001338005066,0.79375,0.5448125302791595,0.7578125
13,0.44331792891025545,0.796875,0.5151255130767822,0.75
14,0.442621910572052,0.79375,0.5173122733831406,0.765625
15,0.4310637801885605,0.8125,0.5473312437534332,0.75
16,0.43172879219055177,0.8078125,0.5299882590770721,0.75
17,0.43311003148555755,0.8046875,0.5628120005130768,0.734375
18,0.4255607187747955,0.796875,0.5483149886131287,0.7578125
19,0.4110658288002014,0.809375,0.5692720711231232,0.75
20,0.4039503514766693,0.8203125,0.5212330371141434,0.765625
21,0.38567318618297575,0.828125,0.515662431716919,0.7578125
22,0.3855843722820282,0.8375,0.5947271883487701,0.7421875
23,0.3728574186563492,0.846875,0.58183753490448,0.703125
24,0.37326581180095675,0.8484375,0.5445728302001953,0.7578125
25,0.36880454123020173,0.84375,0.5657170116901398,0.71875
26,0.34296912848949435,0.86875,0.5639153718948364,0.7734375
27,0.3417175829410553,0.86875,0.6211289763450623,0.7421875
28,0.3450428515672684,0.8546875,0.6075747609138489,0.703125
29,0.32648628354072573,0.8734375,0.5806125998497009,0.734375
30,0.3051395744085312,0.8859375,0.5990822315216064,0.7421875
31,0.2821098297834396,0.8984375,0.5528987050056458,0.734375
32,0.28321881741285326,0.890625,0.674828052520752,0.71875
33,0.26714958250522614,0.903125,0.628664642572403,0.7109375
34,0.2545687571167946,0.9203125,0.7219557762145996,0.65625
35,0.25720788836479186,0.9125,0.6107958257198334,0.7578125
36,0.24783008098602294,0.903125,0.7116184234619141,0.7109375
37,0.25244791656732557,0.9078125,0.7544102072715759,0.6640625
38,0.23118038177490235,0.9125,0.8508204817771912,0.6875
39,0.22350641041994096,0.91875,0.6972555220127106,0.734375
40,0.21659936010837555,0.925,0.6934138834476471,0.7265625
41,0.19736302345991136,0.9359375,0.829390674829483,0.703125
42,0.20750951170921325,0.915625,0.7675597071647644,0.7109375
43,0.18317295908927916,0.9453125,0.8605111837387085,0.703125
44,0.15462910160422325,0.9515625,0.9222284555435181,0.71875
45,0.15929495468735694,0.9484375,0.7844847440719604,0.703125
46,0.1459054708480835,0.9484375,0.7571016550064087,0.703125
47,0.13665273413062096,0.959375,0.756951779127121,0.7109375
48,0.1367849163711071,0.9546875,0.855866551399231,0.703125
49,0.13524788618087769,0.9609375,0.8383256793022156,0.7109375
