percentage,all_data_col_shapes,all_data_col_trends,test_data_col_shapes,test_data_col_trends
10,0.9004964648141697,0.9279499728578994,0.8896344804663988,0.9231957921429712
20,0.9442772376376362,0.9448390024365949,0.9304687460873137,0.9354206773994315
30,0.9520894541840773,0.9613088157661188,0.9316764396760403,0.947762339063609
40,0.9613064562332216,0.9624520871975784,0.9356238994055649,0.9440067551649245
50,0.968364555494427,0.9724111124520718,0.9368401125485226,0.9489672924696874
60,0.9782870834572617,0.9789222066558014,0.945812940733254,0.9512377768701262
70,0.9793284410601109,0.980977836150609,0.9312156898432931,0.9445653173797269
80,0.9850185870595193,0.9842553994517766,0.9252243512005823,0.9407533282249964
90,0.9891889952661714,0.9950221617703471,0.8920796194114319,0.9406136554153197
