percentage,all_data_col_shapes,all_data_col_trends,train_data_col_shapes,train_data_col_trends,test_data_col_shapes,test_data_col_trends
10,0.768163671409944,0.8487820951621701,0.7318755760368664,0.8501089613647356,0.7676907501729234,0.8479089537086725
20,0.7384820568059413,0.8416647966574912,0.7282874678846701,0.8345744011268277,0.736105829088851,0.8421313463504321
30,0.75977991949657,0.8377429617219864,0.7523984819734345,0.8302574371534036,0.7567724957555177,0.839224289784391
40,0.7760420658767505,0.8230851951191178,0.7715697029984366,0.814976512187733,0.7708532352386341,0.8271202768815501
50,0.7135474800158738,0.8326523339129488,0.7028895956383462,0.8275450851962873,0.7153412563667234,0.8333270358274288
60,0.768129145643177,0.8221200313272117,0.7637419354838709,0.8164822140949675,0.7636276174306734,0.8257938876749154
70,0.7717334882929869,0.8233964649644575,0.7682224023342521,0.8204600507800545,0.7654353895491418,0.8223895855819698
80,0.7477028176200465,0.8165392734821793,0.7443987947536332,0.8147581859688977,0.7377504244482173,0.816391740274675
90,0.7291345314360224,0.8186687232737273,0.7270453629032257,0.8185979475587901,0.7071505376344084,0.8056483317877606
